<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1001/GE100/FRDSNJFR/PAMBNJPM,FRDSNJFR-0110525A,HundredGigE0/12/0/11/2.4001,PAMBNJPM-0330754A,HundredGigE0/5/0/11/2.4001,100000,FRDSNJFR-0110531A,I1002/OTUC2/FRDSNJFR/PAMBNJPM,PAMBNJPM-0330748A,I1002/OTUC2/FRDSNJFR/PAMBNJPM,L1 circuit field is correct as provided
I1005/GE40/NYCKNYAL/NYCKNYAL,NYCKNYAL-0223502A,FortyGigE0/6/0/3.4001,NYCKNYAL-0223504A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/GRTWDEGR/MLFRDEMF,GRTWDEGR-0115011A,HundredGigE0/6/0/10/2.4001,MLFRDEMF-0112504A,HundredGigE0/4/0/11/2.4001,100000,GRTWDEGR-0115008A,I1001/OTUC2/GRTWDEGR/MLFRDEMF,MLFRDEMF-0112501A,I1001/OTUC2/GRTWDEGR/MLFRDEMF,L1 circuit field is correct as provided
I1001/GE100/NWRCNYNR/TRTWNYTT,NWRCNYNR-0330604A,HundredGigE0/0/0/10/2.4001,TRTWNYTT-0221824A,HundredGigE0/0/0/11/2.4001,100000,NWRCNYNR-0330601A,I1001/OTUC2/NWRCNYNR/TRTWNYTT,TRTWNYTT-0221821A,I1001/OTUC2/NWRCNYNR/TRTWNYTT,L1 circuit field is correct as provided
I1001/GE40/LYBRNYLB/LYBRNYLB,LYBRNYLB-01153A08A,FortyGigE0/0/0/4.4001,LYBRNYLB-01153A12A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NBWKNJNB/PAMBNJPM,NBWKNJNB-0550221A,HundredGigE0/12/0/11/2.4001,PAMBNJPM-0330754A,HundredGigE0/12/0/11/2.4001,100000,NBWKNJNB-0550209A,I1001/OTUC2/NBWKNJNB/PAMBNJPM,PAMBNJPM-0330748A,I1001/OTUC2/NBWKNJNB/PAMBNJPM,L1 circuit field is correct as provided
I1001/GE100/OSNGNYOS/PASNNYPN,OSNGNYOS-0222110A,HundredGigE0/8/0/11/2.4001,PASNNYPN-0110009A,HundredGigE0/0/0/11/2.4001,100000,OSNGNYOS-0222107A,I1001/OTUC2/OSNGNYOS/PASNNYPN,PASNNYPN-0110012A,I1001/OTUC2/OSNGNYOS/PASNNYPN,L1 circuit field is correct as provided
I1001/GE100/HCKNNJHK/NBRGNJNB,HCKNNJHK-0440411A,HundredGigE0/9/0/10/2.4001,NBRGNJNB-0113129A,HundredGigE0/3/0/11/2.4001,100000,HCKNNJHK-0440405A,I1001/OTUC2/HCKNNJHK/NBRGNJNB,NBRGNJNB-0113135A,I1001/OTUC2/HCKNNJHK/NBRGNJNB,L1 circuit field is correct as provided
I1001/GE40/NYCQNYNJ/NYCQNYNJ,NYCQNYNJ-0110506A,FortyGigE0/0/0/4.4001,NYCQNYNJ-0110508A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/FRHDNJ02/LKWDNJLK,FRHDNJ02-0221006A,HundredGigE0/4/0/11/2.4001,LKWDNJLK-0221008A,HundredGigE0/4/0/11/2.4001,100000,FRHDNJ02-0221000A,I1001/OTUC2/FRHDNJ02/LKWDNJLK,LKWDNJLK-0221002A,I1001/OTUC2/FRHDNJ02/LKWDNJLK,L1 circuit field is correct as provided
I1001/GE100/LVTNNJLI/NTLYNJNU,LVTNNJLI-0221002A,HundredGigE0/7/0/10/2.4001,NTLYNJNU-0112612A,HundredGigE0/4/0/11/2.4001,100000,LVTNNJLI-0221008A,I1001/OTUC2/LVTNNJLI/NTLYNJNU,NTLYNJNU-0112618A,I1001/OTUC2/LVTNNJLI/NTLYNJNU,L1 circuit field is correct as provided
I1004/GE40/PHLAPALO/PHLAPALO,PHLAPALO-12121208A,FortyGigE0/2/0/4.4001,PHLAPALO-12121501A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LEWSDELW/MLBODEMB,LEWSDELW-0112506A,HundredGigE0/1/0/11/2.4001,MLBODEMB-0110404A,HundredGigE0/0/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/DYTWPADB/QKTWPAQT,DYTWPADB-0112410A,HundredGigE0/2/0/10/2.4001,QKTWPAQT-0110811A,HundredGigE0/0/0/11/2.4001,100000,DYTWPADB-0112407A,I1001/OTUC2/DYTWPADB/QKTWPAQT,QKTWPAQT-0110817A,I1001/OTUC2/DYTWPADB/QKTWPAQT,L1 circuit field is correct as provided
I1001/GE100/AMBLPAAM/KGPRPAKP,AMBLPAAM-0222509A,HundredGigE0/2/0/11/2.4001,KGPRPAKP-0112418A,HundredGigE0/0/0/11/2.4001,100000,AMBLPAAM-0222507A,I1001/OTUC2/AMBLPAAM/KGPRPAKP,KGPRPAKP-0112415A,I1001/OTUC2/AMBLPAAM/KGPRPAKP,L1 circuit field is correct as provided
I1001/GE100/PHLAPADE/PHLAPAEW,PHLAPADE-0118404A,HundredGigE0/6/0/11/2.4001,PHLAPAEW-0113405A,HundredGigE0/4/0/11/2.4001,100000,PHLAPADE-0118502A,I1001/OTUC2/PHLAPADE/PHLAPAEW,PHLAPAEW-0113402A,I1001/OTUC2/PHLAPADE/PHLAPAEW,L1 circuit field is correct as provided
I1001/GE100/NYCQNYFH/NYCQNYNW,NYCQNYFH-0554131A,HundredGigE0/4/0/11/2.4001,NYCQNYNW-0221109A,HundredGigE0/4/0/11/2.4001,100000,NYCQNYFH-0554125A,I1001/OTUC2/NYCQNYFH/NYCQNYNW,NYCQNYNW-0221106A,I1001/OTUC2/NYCQNYFH/NYCQNYNW,L1 circuit field is correct as provided
I1001/GE100/LEWSDELW/NWCSDENC,LEWSDELW-0112506A,HundredGigE0/0/0/11/2.4001,NWCSDENC-0117913A,HundredGigE0/2/0/11/2.4001,100000,LEWSDELW-0112503A,I1001/OTUC2/LEWSDELW/NWCSDENC,NWCSDENC-0117910A,I1001/OTUC2/LEWSDELW/NWCSDENC,L1 circuit field is correct as provided
I1002/GE40/SPWDNJSW/SPWDNJSW,SPWDNJSW-0110602A,FortyGigE0/11/0/4.4001,SPWDNJSW-0111607A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BRVLNJBE/NSHNNJ01,BRVLNJBE-0221603A,HundredGigE0/1/0/10/2.4001,NSHNNJ01-0110627A,HundredGigE0/11/0/11/2.4001,100000,BRVLNJBE-0221609A,I1002/OTUC2/BRVLNJBE/NSHNNJ01,NSHNNJ01-0110621A,I1002/OTUC2/BRVLNJBE/NSHNNJ01,L1 circuit field is correct as provided
I1001/GE100/MTCHNJMT/NBWKNJNB,MTCHNJMT-0111114A,HundredGigE0/3/0/11/2.4001,NBWKNJNB-0550215A,HundredGigE0/0/0/11/2.4001,100000,MTCHNJMT-0111120A,I1001/OTUC2/MTCHNJMT/NBWKNJNB,NBWKNJNB-0550209A,I1001/OTUC2/MTCHNJMT/NBWKNJNB,L1 circuit field is correct as provided
I1002/GE40/NYCKNYCL/NYCKNYCL,NYCKNYCL-0112807A,FortyGigE0/4/0/4.4001,NYCKNYCL-0112899A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NBRGNJNB/UNCYNJ02,NBRGNJNB-0113129A,HundredGigE0/4/0/11/2.4001,UNCYNJ02-0220109A,HundredGigE0/7/0/11/2.4001,100000,NBRGNJNB-0113135A,I1001/OTUC2/NBRGNJNB/UNCYNJ02,UNCYNJ02-0220115A,I1001/OTUC2/NBRGNJNB/UNCYNJ02,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/PHLAPASH,PHLAPALO-12121302A,HundredGigE0/13/0/11/2.4001,PHLAPASH-0113118A,HundredGigE0/4/0/11/2.4001,100000,PHLAPALO-12121308A,I1001/OTUC2/PHLAPALO/PHLAPASH,PHLAPASH-0113218A,I1001/OTUC2/PHLAPALO/PHLAPASH,L1 circuit field is correct as provided
I1001/GE100/LVTNNJLI/MTVWNJMV,LVTNNJLI-0221002A,HundredGigE0/12/0/11/2.4001,MTVWNJMV-0111236A,HundredGigE0/13/0/11/2.4001,100000,LVTNNJLI-0221008A,I1001/OTUC2/LVTNNJLI/MTVWNJMV,MTVWNJMV-0111337A,I1001/OTUC2/LVTNNJLI/MTVWNJMV,L1 circuit field is correct as provided
I1001/GE100/NYCMNYBW/NYCMNYPS,NYCMNYBW-0333818A,HundredGigE0/0/0/5.4001,NYCMNYPS-0995404A,HundredGigE0/1/0/0.4001,100000,,,,,L1 circuit not found
I1008/GE100/TAMQFLHU/TAMQFLHU,TAMQFLHU-0131106A,HundredGigE0/12/0/1.4001,TAMQFLHU-0131107,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1005/GE100/MTVWNJMV/WAYNNJAWW01,MTVWNJMV-0111236A,HundredGigE0/8/0/11/2.4001,WAYNNJAWW010120111A,HundredGigE0/11/0/11/2.4001,100000,MTVWNJMV-0111337A,I1005/OTUC2/MTVWNJMV/WAYNNJAWW01,WAYNNJAWW010120111B,I1005/OTUC2/MTVWNJMV/WAYNNJAWW01,L1 circuit field is correct as provided
I1001/GE100/TAMPFLCMH02/TAMQFLHU,TAMPFLCMH0206316A,HundredGigE0/15/0/11/1.4001,TAMQFLHU-0131106A,HundredGigE0/12/0/11/1.4001,100000,TAMPFLCMH0206315A,I1002/OTUC2/TAMPFLCMH02/TAMQFLHU,TAMQFLHU-0131106B,I1002/OTUC2/TAMPFLCMH02/TAMQFLHU,L1 circuit field is correct as provided
I1001/GE100/CHPLMN08/MPLTMNFJ,CHPLMN08-0110102B,HundredGigE0/5/0/11/2.4001,MPLTMNFJ-01011403A,HundredGigE0/4/0/11/2.4001,100000,CHPLMN08-0110102C,I1001/OTUC2/CHPLMN08/MPLTMNFJ,MPLTMNFJ-01011402A,I1001/OTUC2/CHPLMN08/MPLTMNFJ,L1 circuit field is correct as provided
I1001/GE100/ASPKNJAP/TMRVNJTR,ASPKNJAP-0331616A,HundredGigE0/4/0/11/2.4001,TMRVNJTR-0112109A,HundredGigE0/5/0/11/2.4001,100000,ASPKNJAP-0331622A,I1001/OTUC2/ASPKNJAP/TMRVNJTR,TMRVNJTR-0112103A,I1001/OTUC2/ASPKNJAP/TMRVNJTR,L1 circuit field is correct as provided
I1002/GE40/VLLSNJ02/VLLSNJ02,VLLSNJ02-0110002A,FortyGigE0/4/0/4.4001,VLLSNJ02-0111020A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BRWDNYBW/DRPKNYDP,BRWDNYBW-0222313A,HundredGigE0/0/0/11/2.4001,DRPKNYDP-0112326A,HundredGigE0/0/0/10/2.4001,100000,BRWDNYBW-0222310A,I1001/OTUC2/BRWDNYBW/DRPKNYDP,DRPKNYDP-0112320A,I1001/OTUC2/BRWDNYBW/DRPKNYDP,L1 circuit field is correct as provided
I1001/GE100/EORNNJEO/NWRKNJ02,EORNNJEO-0112349A,HundredGigE0/3/0/11/2.4001,NWRKNJ02-0662311A,HundredGigE0/1/0/11/2.4001,100000,EORNNJEO-0112343A,I1001/OTUC2/EORNNJEO/NWRKNJ02,NWRKNJ02-0662323A,I1001/OTUC2/EORNNJEO/NWRKNJ02,L1 circuit field is correct as provided
I1003/GE40/NYCKNYRA/NYCKNYRA,NYCKNYRA-0225410A,FortyGigE0/0/0/3.4001,NYCKNYRA-0225413A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NPRCFL16/PTCYFLBK,NPRCFL16-0110204A,HundredGigE0/0/0/11/1.4001,PTCYFLBK-0130307A,HundredGigE0/0/0/10/1.4001,100000,NPRCFL16-0110204B,I1001/OTUC2/NPRCFL16/PTCYFLBK,PTCYFLBK-0130308A,I1001/OTUC2/NPRCFL16/PTCYFLBK,L1 circuit field is correct as provided
I1002/GE100/AMBLPAAM/WNRTPAAHW01,AMBLPAAM-0222509A,HundredGigE0/6/0/10/2.4001,WNRTPAAHW010130217A,HundredGigE0/12/0/11/2.4001,100000,AMBLPAAM-0222507A,I1002/OTUC2/AMBLPAAM/WNRTPAAHW01,WNRTPAAHW010130217B,I1002/OTUC2/AMBLPAAM/WNRTPAAHW01,L1 circuit field is correct as provided
I1001/GE40/NYCXNYMH/NYCXNYMH,NYCXNYMH-0223404A,FortyGigE0/0/0/4.4001,NYCXNYMH-0223406A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCXNYTR/NYCXNYTR,NYCXNYTR-0335017A,FortyGigE0/0/0/4.4001,NYCXNYTR-0335019A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1003/GE40/FTWSPAFW/FTWSPAFW,FTWSPAFW-0330506A,FortyGigE0/2/0/4.4001,FTWSPAFW-0330714A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1003/GE100/NYCKNYBR/NYCKNYCL,NYCKNYBR-0110304A,HundredGigE0/5/0/11/2.4001,NYCKNYCL-0112807A,HundredGigE0/4/0/11/2.4001,100000,NYCKNYBR-0110301A,I1001/OTUC2/NYCKNYBR/NYCKNYCL,NYCKNYCL-0112810A,I1001/OTUC2/NYCKNYBR/NYCKNYCL,L1 circuit field is correct as provided
I1001/GE100/LYBRNYLB/NYCQNYLN,LYBRNYLB-01153A08A,HundredGigE0/6/0/10/2.4001,NYCQNYLN-0223913A,HundredGigE0/5/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1001/OTUC2/LYBRNYLB/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/LYBRNYLB/NYCQNYLN,L1 circuit field is correct as provided
I1001/GE100/BLFDNJBL/LVTNNJLI,BLFDNJBL-0110914A,HundredGigE0/3/0/11/2.4001,LVTNNJLI-0221002A,HundredGigE0/9/0/10/2.4001,100000,BLFDNJBL-0110920A,I1001/OTUC2/BLFDNJBL/LVTNNJLI,LVTNNJLI-0221008A,I1001/OTUC2/BLFDNJBL/LVTNNJLI,L1 circuit field is correct as provided
I1001/GE100/RVHDNYRV/SGHRNYSG,RVHDNYRV-0119208A,HundredGigE0/1/0/10/2.4001,SGHRNYSG-0111005A,HundredGigE0/0/0/11/2.4001,100000,RVHDNYRV-0119202A,I1001/OTUC2/RVHDNYRV/SGHRNYSG,SGHRNYSG-0111011A,I1001/OTUC2/RVHDNYRV/SGHRNYSG,L1 circuit field is correct as provided
I1001/GE100/NYCXNYMH/NYCXNYTB,NYCXNYMH-0223404A,HundredGigE0/1/0/10/2.4001,NYCXNYTB-0444505A,HundredGigE0/1/0/10/2.4001,100000,NYCXNYMH-0223401A,I1001/OTUC2/NYCXNYMH/NYCXNYTB,NYCXNYTB-0444502A,I1001/OTUC2/NYCXNYMH/NYCXNYTB,L1 circuit field is correct as provided
I1001/GE100/PHLAPAEV/PHLAPALO,PHLAPAEV-0111705A,HundredGigE0/0/0/11/2.4001,PHLAPALO-12121302A,HundredGigE0/10/0/11/2.4001,100000,PHLAPAEV-0111702A,I1001/OTUC2/PHLAPAEV/PHLAPALO,PHLAPALO-12121308A,I1001/OTUC2/PHLAPAEV/PHLAPALO,L1 circuit field is correct as provided
I1001/GE100/LVTNNJLI/SUCCNJSU,LVTNNJLI-0221002A,HundredGigE0/2/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/11/0/11/2.4001,100000,LVTNNJLI-0221008A,I1002/OTUC2/LVTNNJLI/SUCCNJSU,SUCCNJSU-0115108A,I1002/OTUC2/LVTNNJLI/SUCCNJSU,L1 circuit field is correct as provided
I1002/GE40/NYCQNYIA/NYCQNYIA,NYCQNYIA-0224919A,FortyGigE0/4/0/4.4001,NYCQNYIA-0225015A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/OLDSFLAU/PTCYFLBK,OLDSFLAU-0110202A,HundredGigE0/0/0/11/1.4001,PTCYFLBK-0130307A,HundredGigE0/9/0/10/1.4001,100000,OLDSFLAU-0110202B,I1001/OTUC2/OLDSFLAU/PTCYFLBK,PTCYFLBK-0130308A,I1001/OTUC2/OLDSFLAU/PTCYFLBK,L1 circuit field is correct as provided
I1018/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121215,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/8/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/FRDLNJ01/FRHDNJFH,FRDLNJ01-0112306A,HundredGigE0/4/0/11/2.4001,FRHDNJFH-0111114A,HundredGigE0/4/0/11/2.4001,100000,FRDLNJ01-0112300A,I1001/OTUC2/FRDLNJ01/FRHDNJFH,FRHDNJFH-0111120A,I1001/OTUC2/FRDLNJ01/FRHDNJFH,L1 circuit field is correct as provided
I1001/GE100/NTCNNJ01/SUCCNJSU,NTCNNJ01-0113211A,HundredGigE0/12/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/6/0/11/2.4001,100000,NTCNNJ01-0113205A,I1001/OTUC2/NTCNNJ01/SUCCNJSU,SUCCNJSU-0115108A,I1001/OTUC2/NTCNNJ01/SUCCNJSU,L1 circuit field is correct as provided
I1002/GE100/NYCKNYWM/NYCXNYMH,NYCKNYWM-0555112A,HundredGigE0/1/0/10/2.4001,NYCXNYMH-0223404A,HundredGigE0/2/0/10/2.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE100/LKWDNJLK/TMRVNJTR,LKWDNJLK-0221008A,HundredGigE0/10/0/11/2.4001,TMRVNJTR-0112109A,HundredGigE0/10/0/11/2.4001,100000,LKWDNJLK-0221002A,I1001/OTUC2/LKWDNJLK/TMRVNJTR,TMRVNJTR-0112103A,I1001/OTUC2/LKWDNJLK/TMRVNJTR,L1 circuit field is correct as provided
I1001/GE100/MTCHNJMT/WSFDNJWS,MTCHNJMT-0111114A,HundredGigE0/4/0/11/2.4001,WSFDNJWS-0223203A,HundredGigE0/6/0/11/2.4001,100000,MTCHNJMT-0111120A,I1001/OTUC2/MTCHNJMT/WSFDNJWS,WSFDNJWS-0223209A,I1001/OTUC2/MTCHNJMT/WSFDNJWS,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/WAYNPAWY,PHLAPALO-12121302A,HundredGigE0/2/0/11/2.4001,WAYNPAWY-0226704A,HundredGigE0/1/0/11/2.4001,100000,PHLAPALO-12121308A,I1002/OTUC2/PHLAPALO/WAYNPAWY,WAYNPAWY-0226701A,I1002/OTUC2/PHLAPALO/WAYNPAWY,L1 circuit field is correct as provided
I1001/GE100/LYBRNYLB/SYOSNYGN,LYBRNYLB-01153A08A,HundredGigE0/7/0/11/2.4001,SYOSNYGN-0121201A,HundredGigE0/12/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1002/OTUC2/LYBRNYLB/SYOSNYGN,SYOSNYGN-0121201B,I1002/OTUC2/LYBRNYLB/SYOSNYGN,L1 circuit field is correct as provided
I1002/GE40/BYNNNJ02/BYNNNJ02,BYNNNJ02-0111306A,FortyGigE0/0/7/0,BYNNNJ02-0111509A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NWRKNJIR/NWRKNJIR,NWRKNJIR-0220924A,FortyGigE0/0/7/0,NWRKNJIR-0220939A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/GLBONJGB/SALMNJSA,GLBONJGB-0114503A,HundredGigE0/12/0/11/2.4001,SALMNJSA-0112803A,HundredGigE0/13/0/11/2.4001,100000,GLBONJGB-0114500A,I1002/OTUC2/GLBONJGB/SALMNJSA,SALMNJSA-0112809A,I1002/OTUC2/GLBONJGB/SALMNJSA,L1 circuit field is correct as provided
I1001/GE100/LVTWNYLT/PTWANYPW,LVTWNYLT-0111908A,HundredGigE0/14/0/11/2.4001,PTWANYPW-0114108A,HundredGigE0/7/0/11/2.4001,100000,LVTWNYLT-0111902A,I1001/OTUC2/LVTWNYLT/PTWANYPW,PTWANYPW-0114102A,I1001/OTUC2/LVTWNYLT/PTWANYPW,L1 circuit field is correct as provided
I1001/GE100/SUCCNJSU/WDPTNJWP,SUCCNJSU-0115114A,HundredGigE0/5/0/10/2.4001,WDPTNJWP-0110409A,HundredGigE0/12/0/11/2.4001,100000,SUCCNJSU-0115108A,I1001/OTUC2/SUCCNJSU/WDPTNJWP,WDPTNJWP-0110415A,I1001/OTUC2/SUCCNJSU/WDPTNJWP,L1 circuit field is correct as provided
I1001/GE100/GRNKNYGN/NYCMNY18,GRNKNYGN-0223934A,HundredGigE0/11/0/10/2.4001,NYCMNY18-0777203A,HundredGigE0/2/0/11/2.4001,100000,GRNKNYGN-0223928A,I1001/OTUC2/GRNKNYGN/NYCMNY18,NYCMNY18-0777206A,I1001/OTUC2/GRNKNYGN/NYCMNY18,L1 circuit field is correct as provided
I1002/GE100/SFRNNYSU/SLTSNYSL,SFRNNYSU-0221709A,HundredGigE0/5/0/0.4001,SLTSNYSL-0110907A,HundredGigE0/5/0/0.4001,100000,,,,,L1 circuit not found
I1001/GE100/CFPKNJCS/UNCYNJ02,CFPKNJCS-0114302A,HundredGigE0/12/0/11/2.4001,UNCYNJ02-0220109A,HundredGigE0/4/0/11/2.4001,100000,CFPKNJCS-0114308A,I1001/OTUC2/CFPKNJCS/UNCYNJ02,UNCYNJ02-0220115A,I1001/OTUC2/CFPKNJCS/UNCYNJ02,L1 circuit field is correct as provided
I1002/GE40/DUMTNJDM/DUMTNJDM,DUMTNJDM-0221802A,FortyGigE0/12/0/4.4001,DUMTNJDM-0221901A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1020/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121215,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/13/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE40/PLVWNYPV/PLVWNYPV,PLVWNYPV-0110810A,FortyGigE0/4/0/4.4001,PLVWNYPV-0110903A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/GRNKNYGN/GRNKNYGN,GRNKNYGN-0223924A,FortyGigE0/0/7/0,GRNKNYGN-0223934A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/WCHSPAWC/WCHSPAWC,WCHSPAWC-0220615A,FortyGigE0/0/8/0,WCHSPAWC-0220619A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BRWDNYBW/HNSTNYHU,BRWDNYBW-0222313A,HundredGigE0/4/0/11/2.4001,HNSTNYHU-0115430A,HundredGigE0/4/0/11/2.4001,100000,BRWDNYBW-0222310A,I1001/OTUC2/BRWDNYBW/HNSTNYHU,HNSTNYHU-0115424A,I1001/OTUC2/BRWDNYBW/HNSTNYHU,L1 circuit field is correct as provided
I1002/GE40/SNSPPASS/SNSPPASS,SNSPPASS-0110502A,FortyGigE0/0/8/0,SNSPPASS-0110605A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LRMTNYLA/NWRCNYNR,LRMTNYLA-0220612A,HundredGigE0/0/0/11/2.4001,NWRCNYNR-0330604A,HundredGigE0/3/0/10/2.4001,100000,LRMTNYLA-0220615A,I1001/OTUC2/LRMTNYLA/NWRCNYNR,NWRCNYNR-0330601A,I1001/OTUC2/LRMTNYLA/NWRCNYNR,L1 circuit field is correct as provided
I1006/GE40/NYCKNYRA/NYCKNYRA,NYCKNYRA-0225410A,FortyGigE0/4/0/2.4001,NYCKNYRA-0225414A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/GLVYMNNV/OTSGMNAO,GLVYMNNV-01S20403A,HundredGigE0/11/0/11/2.4001,OTSGMNAO-0110103B,HundredGigE0/0/0/11/2.4001,100000,GLVYMNNV-01S20402A,I1001/OTUC2/GLVYMNNV/OTSGMNAO,OTSGMNAO-0110103C,I1001/OTUC2/GLVYMNNV/OTSGMNAO,L1 circuit field is correct as provided
I1001/GE100/LVTWNYLT/MINLNYMI,LVTWNYLT-0111908A,HundredGigE0/15/0/10/2.4001,MINLNYMI-0223308A,HundredGigE0/7/0/11/2.4001,100000,LVTWNYLT-0111902A,I1001/OTUC2/LVTWNYLT/MINLNYMI,MINLNYMI-0223302A,I1001/OTUC2/LVTWNYLT/MINLNYMI,L1 circuit field is correct as provided
I1001/GE100/MTKSNYMK/PTVYNYPY,MTKSNYMK-0111315A,HundredGigE0/5/0/10/2.4001,PTVYNYPY-0110306A,HundredGigE0/4/0/11/2.4001,100000,MTKSNYMK-0111312A,I1001/OTUC2/MTKSNYMK/PTVYNYPY,PTVYNYPY-0110303A,I1001/OTUC2/MTKSNYMK/PTVYNYPY,L1 circuit field is correct as provided
I1001/GE100/PTCYFLBK/TAMRFLHC,PTCYFLBK-0130307A,HundredGigE0/15/0/10/1.4001,TAMRFLHC-0110104A,HundredGigE0/5/0/11/1.4001,100000,PTCYFLBK-0130308A,I1001/OTUC2/PTCYFLBK/TAMRFLHC,TAMRFLHC-0110104B,I1001/OTUC2/PTCYFLBK/TAMRFLHC,L1 circuit field is correct as provided
I1002/GE40/SYOSNYSY/SYOSNYSY,SYOSNYSY-0112313A,FortyGigE0/0/7/0,SYOSNYSY-0112317A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCMNYWS/NYCMNYWS,NYCMNYWS-03304104A,FortyGigE0/0/0/4.4001,NYCMNYWS-03304200A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/ERLKNJEL/SUCCNJSU,ERLKNJEL-0110702A,HundredGigE0/4/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/6/0/10/2.4001,100000,ERLKNJEL-0110602A,I1001/OTUC2/ERLKNJEL/SUCCNJSU,SUCCNJSU-0115108A,I1001/OTUC2/ERLKNJEL/SUCCNJSU,L1 circuit field is correct as provided
I1001/GE100/PHLAPAMK/PHLAPAPO,PHLAPAMK-0995501A,HundredGigE0/5/0/11/2.4001,PHLAPAPO-0110602A,HundredGigE0/4/0/11/2.4001,100000,PHLAPAMK-0995504A,I1001/OTUC2/PHLAPAMK/PHLAPAPO,PHLAPAPO-0110605A,I1001/OTUC2/PHLAPAMK/PHLAPAPO,L1 circuit field is correct as provided
I1001/GE40/DOVRNJDO/DOVRNJDO,DOVRNJDO-0221901A,FortyGigE0/0/8/0,DOVRNJDO-0222008A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CDKNNJCK/LVTNNJLI,CDKNNJCK-0004720A,HundredGigE0/5/0/11/2.4001,LVTNNJLI-0221002A,HundredGigE0/13/0/11/2.4001,100000,CDKNNJCK-00004714A,I1001/OTUC2/CDKNNJCK/LVTNNJLI,LVTNNJLI-0221008A,I1001/OTUC2/CDKNNJCK/LVTNNJLI,L1 circuit field is correct as provided
I1001/GE40/NYCMNY30/NYCMNY30,NYCMNY30-02201A01A,FortyGigE0/0/8/0,NYCMNY30-02201A06A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCMNY18/NYCMNY18,NYCMNY18-0777203A,FortyGigE0/15/0/4.4001,NYCMNY18-0778101A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/RGVLPARI/RGVLPARI,RGVLPARI-0110200AA,FortyGigE0/0/7/0,RGVLPARI-0110307A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
